id,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66
kysyk,1159,105,4004,105.0,17980.0,1068.0,735.0,906.0,105.0,775.0,105.0,21040.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hypf9,685,2207,8615,105.0,929.0,105.0,21040.0,1080.0,103.0,10477.0,697.0,105.0,992.0,105.0,17980.0,1104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vc53l,609,1433,610,883.0,606.0,2646.0,613.0,4187.0,4004.0,4004.0,102.0,15875.0,614.0,16030.0,977.0,1052.0,604.0,750.0,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
esbyh,111,1012,20022,1027.0,103.0,4491.0,1126.0,884.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m30zb,760,1593,8615,906.0,102.0,20278.0,1059.0,24438.0,697.0,975.0,836.0,976.0,102.0,21040.0,977.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eoo5o,685,2207,8615,105.0,20278.0,1027.0,735.0,760.0,1165.0,105.0,21040.0,1059.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dkv9q,760,1593,8615,105.0,17980.0,1027.0,103.0,760.0,1165.0,105.0,15342.0,1059.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fxepb,685,1464,105,113.0,105.0,21355.0,975.0,103.0,760.0,1593.0,8615.0,105.0,1072.0,105.0,20278.0,1059.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gkl1v,760,1593,8615,105.0,112.0,105.0,15881.0,995.0,103.0,10477.0,697.0,105.0,1265.0,105.0,21040.0,1059.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kp6iy,4691,103,3493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mf5mi,1076,658,621,775.0,1265.0,21355.0,1071.0,694.0,113.0,906.0,868.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dqh1w,609,10211,8430,1391.0,709.0,1338.0,621.0,1743.0,604.0,685.0,1464.0,102.0,905.0,606.0,603.0,814.0,604.0,4004.0,4385.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1ck8,1076,658,3316,10477.0,697.0,105.0,1072.0,105.0,4306.0,822.0,164.0,17762.0,2613.0,105.0,1072.0,105.0,1012.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cx3iv,685,1464,4004,102.0,15881.0,995.0,606.0,760.0,1165.0,905.0,102.0,849.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qgsgn,12516,1143,105,20278.0,995.0,735.0,760.0,1593.0,8615.0,105.0,15342.0,1068.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zykuk,111,1126,884,694.0,929.0,4187.0,15881.0,1045.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aaq1n,685,1464,105,989.0,105.0,4129.0,694.0,685.0,2207.0,8615.0,105.0,929.0,105.0,4073.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amsql,685,1464,1265,102.0,15881.0,1080.0,24438.0,697.0,975.0,760.0,1593.0,8615.0,111.0,102.0,1016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u38uk,111,112,20278,995.0,606.0,111.0,775.0,15881.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sqjuz,1338,621,760,1593.0,8615.0,102.0,21040.0,1080.0,103.0,775.0,606.0,836.0,102.0,869.0,103.0,4612.0,1048.0,1356.0,709.0,1984.0,611.0,111.0,785.0,760.0,1593.0,8615.0,102.0,21040.0,1080.0,103.0,775.0,606.0,836.0,102.0,869.0,103.0,115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tadz2,685,2207,8615,105.0,1012.0,105.0,15881.0,1059.0,103.0,10477.0,697.0,105.0,1243.0,105.0,21355.0,1045.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e58zo,15881,1080,102,1127.0,775.0,103.0,15881.0,1104.0,102.0,775.0,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wolrz,609,1433,610,4033.0,606.0,822.0,613.0,929.0,905.0,4350.0,102.0,11261.0,646.0,21331.0,1052.0,604.0,2598.0,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qei6j,1042,103,4046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e893r,612,603,5030,912.0,4835.0,610.0,613.0,4425.0,1244.0,4507.0,102.0,772.0,604.0,769.0,16989.0,912.0,2082.0,709.0,4782.0,606.0,3553.0,1052.0,724.0,104.0,1122.0,603.0,1702.0,1052.0,670.0,2883.0,701.0,102.0,912.0,1433.0,709.0,1331.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d9jzi,609,7179,709,4642.0,728.0,607.0,603.0,1743.0,604.0,108.0,102.0,1243.0,102.0,605.0,814.0,735.0,603.0,822.0,604.0,867.0,102.0,1265.0,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pu0v0,685,1464,105,989.0,105.0,2953.0,694.0,836.0,105.0,110.0,105.0,3889.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u0fds,21040,1059,102,775.0,4037.0,103.0,15881.0,1045.0,102.0,1126.0,4037.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uh9dy,1076,658,2971,155.0,1143.0,11217.0,4491.0,102.0,17980.0,975.0,735.0,169.0,4822.0,21367.0,697.0,1042.0,102.0,1357.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pp36u,111,979,1081,606.0,867.0,115.0,8351.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nyekd,1076,658,3316,12516.0,5451.0,4521.0,2669.0,105.0,929.0,105.0,989.0,822.0,10686.0,10909.0,704.0,105.0,1455.0,105.0,2224.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shx31,867,1126,105,976.0,606.0,929.0,105.0,4275.0,4073.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d0471,609,1433,610,822.0,613.0,775.0,1126.0,1455.0,102.0,15875.0,8550.0,1080.0,1052.0,604.0,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
j697l,7943,4004,102,20278.0,1104.0,7362.0,2621.0,166.0,760.0,1593.0,8615.0,103.0,1244.0,102.0,15881.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cbz0b,1076,658,643,1725.0,3675.0,1001.0,12516.0,1143.0,1042.0,1265.0,1101.0,164.0,17762.0,2613.0,4037.0,102.0,1265.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v2goe,4347,4275,8351,694.0,929.0,992.0,884.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pqktq,131,709,23290,906.0,611.0,1990.0,621.0,685.0,2207.0,8615.0,1159.0,102.0,20278.0,975.0,606.0,685.0,2207.0,8615.0,989.0,102.0,17980.0,1071.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u0lax,685,1464,1455,881.0,103.0,685.0,1464.0,111.0,102.0,887.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mlba6,867,105,107,105.0,21040.0,1080.0,735.0,111.0,105.0,992.0,105.0,21355.0,1059.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yl558,784,900,4146,107.0,637.0,109.0,4840.0,775.0,4004.0,103.0,2953.0,775.0,115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yw759,760,1593,8615,102.0,1130.0,103.0,7943.0,102.0,978.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qkry6,2602,102,905,775.0,103.0,4167.0,102.0,1265.0,108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vsjwr,836,1243,102,884.0,24438.0,697.0,1068.0,5289.0,836.0,976.0,102.0,17980.0,1045.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rtfkz,1076,658,8690,1749.0,621.0,114.0,1243.0,8351.0,694.0,4425.0,989.0,1016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sg6cy,1076,658,2971,685.0,2207.0,8615.0,110.0,102.0,21606.0,975.0,735.0,836.0,1265.0,102.0,17980.0,1104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
giqb8,1076,658,8690,1749.0,621.0,867.0,4129.0,15342.0,1080.0,694.0,107.0,905.0,849.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zzg19,612,603,5030,912.0,4835.0,610.0,613.0,775.0,979.0,775.0,102.0,772.0,604.0,769.0,16989.0,912.0,2082.0,709.0,4782.0,606.0,4599.0,977.0,1052.0,724.0,104.0,1122.0,603.0,1702.0,1052.0,670.0,867.0,701.0,102.0,912.0,1433.0,709.0,1331.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
evdem,836,1195,881,103.0,760.0,1165.0,992.0,102.0,17980.0,1027.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swfht,867,1012,20022,1045.0,606.0,867.0,929.0,15881.0,1059.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
popi3,164,889,105,15881.0,1027.0,735.0,760.0,1165.0,105.0,17980.0,1104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ccw13,8351,103,20278,1045.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
urh2l,1076,658,2971,10686.0,10909.0,704.0,4275.0,102.0,21040.0,1059.0,735.0,685.0,2207.0,8615.0,906.0,102.0,15342.0,977.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ckekg,760,1165,105,929.0,105.0,4787.0,694.0,836.0,105.0,1265.0,105.0,2883.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nwgqr,1338,621,7943,102.0,20022.0,1080.0,103.0,4425.0,606.0,7943.0,102.0,1130.0,103.0,4491.0,12298.0,616.0,1356.0,709.0,1984.0,611.0,111.0,785.0,7943.0,102.0,20022.0,1080.0,103.0,4425.0,606.0,7943.0,102.0,1130.0,103.0,4491.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vosvv,760,1165,1126,102.0,21040.0,995.0,606.0,7943.0,775.0,102.0,15342.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dcicx,1076,658,621,110.0,775.0,20022.0,977.0,694.0,4004.0,1072.0,21606.0,977.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jx2wy,1076,658,621,4004.0,111.0,17980.0,1068.0,694.0,775.0,1265.0,21355.0,975.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ndiek,836,105,15881,1071.0,735.0,836.0,105.0,886.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
y0kqf,929,105,989,105.0,17980.0,975.0,735.0,109.0,105.0,4425.0,105.0,15342.0,975.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jp3p8,612,603,5030,912.0,4835.0,610.0,613.0,4347.0,1072.0,3246.0,102.0,772.0,604.0,769.0,16989.0,912.0,2082.0,709.0,4782.0,606.0,3562.0,1071.0,1052.0,724.0,104.0,1122.0,603.0,1702.0,1052.0,670.0,1265.0,701.0,102.0,912.0,1433.0,709.0,1331.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d7dbn,1076,658,2971,164.0,2988.0,1195.0,102.0,910.0,735.0,155.0,1143.0,697.0,4187.0,102.0,20278.0,1071.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dl2oh,10477,697,1353,21606.0,975.0,103.0,10477.0,697.0,1159.0,102.0,21040.0,1071.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fppwa,26738,613,867,4425.0,2581.0,117.0,603.0,2137.0,8355.0,610.0,4167.0,701.0,605.0,14308.0,1777.0,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w59lm,1076,658,3316,685.0,2207.0,8615.0,105.0,992.0,105.0,4187.0,822.0,760.0,1165.0,105.0,4004.0,105.0,4429.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u5uvi,21355,1045,102,979.0,775.0,103.0,21355.0,1045.0,102.0,4129.0,4037.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kth9v,760,1165,110,102.0,21355.0,1080.0,7362.0,2621.0,166.0,760.0,1165.0,103.0,989.0,102.0,21606.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wuum2,4347,1127,105,1469.0,606.0,109.0,105.0,4347.0,4706.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x1qte,1076,658,643,1725.0,3675.0,1001.0,836.0,906.0,2032.0,1101.0,836.0,1127.0,102.0,4581.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w5vty,20278,1059,102,4275.0,108.0,103.0,20022.0,1045.0,102.0,1072.0,4037.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
auaut,836,1012,102,15881.0,1104.0,606.0,10477.0,697.0,1243.0,102.0,881.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c6x8p,867,1455,21606,995.0,694.0,929.0,1012.0,17980.0,1059.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su21j,760,1165,105,15881.0,975.0,103.0,836.0,105.0,21355.0,1068.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jjes5,1076,658,8690,1749.0,621.0,115.0,4507.0,20278.0,1104.0,694.0,4275.0,1012.0,21355.0,1071.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2i1p,10477,697,105,1072.0,105.0,2883.0,694.0,7943.0,105.0,4187.0,105.0,4073.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qbsmo,2791,10140,3133,613.0,685.0,2207.0,8615.0,4507.0,1126.0,117.0,603.0,659.0,14548.0,610.0,883.0,611.0,4539.0,701.0,605.0,992.0,1777.0,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
j8nju,23070,681,606,822.0,607.0,1489.0,2664.0,1104.0,604.0,4899.0,102.0,603.0,5020.0,709.0,4232.0,611.0,5745.0,1777.0,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xt3kl,10686,10909,704,102.0,21606.0,1068.0,103.0,12516.0,5451.0,102.0,20278.0,977.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
onpvv,1076,658,2971,155.0,1143.0,697.0,1042.0,102.0,946.0,735.0,160.0,13581.0,4082.0,2613.0,867.0,102.0,17980.0,1045.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g9ffx,867,1243,105,4966.0,606.0,109.0,105.0,111.0,2883.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yqyhl,836,17980,1068,103.0,10477.0,697.0,15342.0,977.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pjrhs,4429,103,2883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h2dya,760,1593,8615,105.0,1159.0,105.0,15342.0,995.0,103.0,760.0,1593.0,8615.0,105.0,775.0,105.0,10795.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d9h59,23070,681,606,822.0,607.0,1489.0,3362.0,1104.0,604.0,989.0,102.0,603.0,5020.0,709.0,4232.0,611.0,1351.0,995.0,1777.0,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ofsjv,760,1593,8615,105.0,867.0,105.0,3231.0,694.0,760.0,1165.0,105.0,907.0,105.0,3065.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tggwb,1076,658,3316,836.0,105.0,1012.0,105.0,4359.0,822.0,12516.0,5451.0,105.0,4425.0,105.0,4731.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v0sla,109,4491,910,694.0,4491.0,1195.0,21606.0,975.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dv891,7943,1455,102,20278.0,1068.0,24438.0,697.0,1068.0,5289.0,685.0,2207.0,8615.0,1243.0,102.0,20022.0,975.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lw17u,685,2207,8615,105.0,1081.0,735.0,685.0,2207.0,8615.0,105.0,21040.0,1027.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zfz1s,109,906,20278,1045.0,103.0,867.0,115.0,21606.0,1071.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rzdjw,1076,658,606,179.0,1126.0,4129.0,1243.0,606.0,179.0,867.0,110.0,906.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cd4as,929,4037,21040,1104.0,606.0,109.0,867.0,21606.0,1071.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xw0vg,867,105,108,105.0,20022.0,995.0,103.0,929.0,105.0,1127.0,105.0,20022.0,1059.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r11dp,685,2207,8615,102.0,17980.0,975.0,103.0,760.0,1165.0,102.0,946.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ltuhh,1243,103,4491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uj3fq,685,1464,111,102.0,15342.0,975.0,24438.0,697.0,1068.0,5289.0,760.0,1593.0,8615.0,905.0,102.0,15881.0,975.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qtmpe,760,1165,105,21606.0,1104.0,103.0,685.0,2207.0,8615.0,105.0,15881.0,1027.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gr8xc,10477,697,102,20278.0,995.0,103.0,836.0,102.0,833.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uem1g,109,111,105,4391.0,606.0,867.0,105.0,4491.0,4117.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gwzbh,20242,8534,14151,1749.0,164.0,17762.0,2613.0,102.0,15342.0,977.0,103.0,114.0,603.0,1433.0,709.0,4535.0,621.0,836.0,102.0,15881.0,977.0,103.0,1159.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flwxw,867,775,20278,1068.0,606.0,111.0,1353.0,15342.0,1104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pouce,685,1464,105,976.0,105.0,21355.0,1045.0,103.0,760.0,1593.0,8615.0,105.0,1126.0,105.0,849.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
axdqu,784,900,4146,107.0,637.0,109.0,2640.0,4037.0,108.0,103.0,867.0,4507.0,1353.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qbqem,1338,621,7943,102.0,21355.0,1059.0,103.0,1012.0,606.0,12516.0,5451.0,102.0,946.0,103.0,8938.0,1048.0,1356.0,709.0,1984.0,611.0,111.0,785.0,7943.0,102.0,21355.0,1059.0,103.0,1012.0,606.0,12516.0,5451.0,102.0,946.0,103.0,1012.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oyhaj,1076,658,3316,836.0,105.0,112.0,105.0,2578.0,822.0,760.0,1165.0,105.0,929.0,105.0,4507.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shldt,929,105,979,105.0,21040.0,1104.0,735.0,929.0,105.0,1195.0,105.0,15881.0,977.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ehp1s,1076,658,2971,164.0,4154.0,683.0,1244.0,102.0,15342.0,1059.0,735.0,160.0,13581.0,4082.0,2613.0,1042.0,102.0,21606.0,1027.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pmnz7,685,1464,989,102.0,10795.0,7362.0,2621.0,166.0,760.0,1593.0,8615.0,103.0,111.0,102.0,887.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ltbhc,20242,8534,14151,1749.0,164.0,17762.0,2613.0,102.0,21040.0,995.0,103.0,1195.0,603.0,1433.0,709.0,4535.0,621.0,12516.0,5451.0,4521.0,2669.0,102.0,1130.0,103.0,979.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
elrsl,1076,658,3316,10686.0,10909.0,704.0,105.0,1243.0,105.0,4729.0,822.0,685.0,2207.0,8615.0,105.0,989.0,105.0,2883.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l41bp,760,1165,105,21040.0,1027.0,735.0,685.0,2207.0,8615.0,105.0,21606.0,1045.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yimf5,1076,658,2971,164.0,4154.0,1244.0,102.0,15342.0,995.0,735.0,106.0,4822.0,1159.0,102.0,15342.0,975.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v9se8,111,105,1455,105.0,15342.0,1045.0,103.0,4347.0,105.0,1012.0,105.0,20022.0,977.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eic8m,760,1593,8615,105.0,107.0,105.0,910.0,103.0,760.0,1593.0,8615.0,105.0,1127.0,105.0,1016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
weifr,609,7179,709,4642.0,728.0,607.0,603.0,1743.0,604.0,113.0,102.0,4486.0,102.0,605.0,814.0,735.0,603.0,822.0,604.0,929.0,102.0,4429.0,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oeec8,1076,658,621,775.0,1159.0,15342.0,977.0,694.0,108.0,1126.0,978.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bpuza,4347,906,978,694.0,929.0,4275.0,978.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x3h9h,1338,621,10477,697.0,102.0,849.0,103.0,1042.0,606.0,760.0,1593.0,8615.0,102.0,17980.0,975.0,103.0,4617.0,1048.0,1356.0,709.0,1984.0,611.0,111.0,785.0,10477.0,697.0,102.0,849.0,103.0,1042.0,606.0,760.0,1593.0,8615.0,102.0,17980.0,975.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n6b5y,4347,105,907,105.0,1130.0,735.0,109.0,105.0,1012.0,105.0,15881.0,995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
